Time,cpu_rate,memory_rate
2022-03-01 18:30:00,2.2865466101532093,3.843271703225948
2022-03-01 18:30:01,2.290783898292773,3.8432765397023005
2022-03-01 18:30:02,2.2812500000034532,3.84328257095351
2022-03-01 18:30:03,2.292902542374847,3.8432889076490007
2022-03-01 18:30:04,2.293961864422087,3.8432944832655136
2022-03-01 18:30:05,2.290254237299976,3.8432996859372848
2022-03-01 18:30:06,2.2923728813820787,3.8433044869752964
2022-03-01 18:30:07,2.302966101681605,3.843309576581866
2022-03-01 18:30:08,2.3034957626990433,3.8433158744637264
2022-03-01 18:30:09,2.3013771186539316,3.8433223545995987
2022-03-01 18:30:10,2.2891949152527786,3.8433276703360164
2022-03-01 18:30:11,2.301377118653946,3.8433333337045905
2022-03-01 18:30:12,2.289724576245561,3.8433397176508843
2022-03-01 18:30:13,2.299258474571843,3.843346057721264
2022-03-01 18:30:14,2.271716101701827,3.8433522864141256
2022-03-01 18:30:15,2.2791313559337,3.8433611611625618
2022-03-01 18:30:16,2.277012711851583,3.843368005805936
2022-03-01 18:30:17,2.2801906779562557,3.8433768822419556
2022-03-01 18:30:18,2.2812500000034674,3.843385824491674
2022-03-01 18:30:19,2.2828389830311266,3.8433930032670705
2022-03-01 18:30:20,2.2981991525246315,3.843400182042578
2022-03-01 18:30:21,2.202330508466204,3.8434079953312605
2022-03-01 18:30:22,2.2346398305301847,3.843453298905375
2022-03-01 18:30:23,2.2854872881183326,3.8434628756684575
2022-03-01 18:30:24,2.290254237336981,3.8434706889569625
2022-03-01 18:30:25,2.293432203416941,3.8434782794912414
2022-03-01 18:30:26,2.2849576271255785,3.8434862159698824
2022-03-01 18:30:27,2.248411016946676,3.843493938131648
2022-03-01 18:30:28,2.260063559281093,3.8434999153818428
2022-03-01 18:30:29,2.405720338966759,3.843505815005499
2022-03-01 18:30:30,2.262711864392969,3.843491069321503
2022-03-01 18:30:31,2.2605932202985173,3.8434968255047552
2022-03-01 18:30:32,2.252118644093443,3.8435022492433246
2022-03-01 18:30:33,2.266419491539736,3.843510151971341
2022-03-01 18:30:34,2.2860169491850826,3.843517202494051
2022-03-01 18:30:35,2.2701271186741536,3.843522425416157
2022-03-01 18:30:36,2.2881355932425294,3.8435235763151554
2022-03-01 18:30:37,2.2844279661080975,3.8435262999971798
2022-03-01 18:30:38,2.291843220352291,3.843529106368515
2022-03-01 18:30:39,2.2891949152650994,3.8435321169314363
2022-03-01 18:30:40,2.2791313559460207,3.843536118078006
2022-03-01 18:30:41,2.2833686440609,3.843539690590325
2022-03-01 18:30:42,2.2574152542062222,3.8435431584754043
2022-03-01 18:30:43,2.2685381355725127,3.8435478396984912
2022-03-01 18:30:44,2.2605932203232015,3.8435525175463336
2022-03-01 18:30:45,2.2431144067352733,3.8435577067176263
2022-03-01 18:30:46,2.2447033897999233,3.8435633565861216
2022-03-01 18:30:47,2.2457627118471493,3.843570153978426
2022-03-01 18:30:48,2.2457627118841543,3.843576424859718
2022-03-01 18:30:49,2.2415254237569258,3.84358198360113
2022-03-01 18:30:50,2.246292372864602,3.843587765097367
2022-03-01 18:30:51,2.148834745778501,3.8435939921028117
2022-03-01 18:30:52,2.0699152542165677,3.8436129026239274
2022-03-01 18:30:53,2.242055084737359,3.8436210584822605
2022-03-01 18:30:54,2.2420550847620433,3.8436289004592616
2022-03-01 18:30:55,2.230932203383418,3.8436357012264777
2022-03-01 18:30:56,2.2378177965978523,3.8436422758642674
2022-03-01 18:30:57,2.228283898283877,3.8436477131031044
2022-03-01 18:30:58,2.245762711810144,3.8436507405417375
2022-03-01 18:30:59,2.2531779661036637,3.8436541864888762
2022-03-01 18:31:00,2.2542372881262196,3.843657649311316
2022-03-01 18:31:01,2.0953389830415006,3.8436606784374994
2022-03-01 18:31:02,2.2441737287947916,3.843663712625889
2022-03-01 18:31:03,2.254766949156007,3.8436670100698733
2022-03-01 18:31:04,2.255826271203233,3.8436700121955436
2022-03-01 18:31:05,2.250529661041128,3.84367227855531
2022-03-01 18:31:06,2.2447033898615842,3.8436756418132267
2022-03-01 18:31:07,2.2452330508666876,3.8436793155778415
2022-03-01 18:31:08,2.248411016959011,3.843683299848777
2022-03-01 18:31:09,2.252118644044131,3.8436868335476992
2022-03-01 18:31:10,2.237817796560819,3.8436896466692683
2022-03-01 18:31:11,2.251059322021561,3.8436919535299596
2022-03-01 18:31:12,2.240466101672709,3.843695304975292
2022-03-01 18:31:13,2.2669491525325327,3.843698113034155
2022-03-01 18:31:14,2.2621822034001866,3.843700494146407
2022-03-01 18:31:15,2.2674788135745985,3.843701894800855
2022-03-01 18:31:16,2.2711864406597044,3.843703491209227
2022-03-01 18:31:17,2.266949152520141,3.843705117993379
2022-03-01 18:31:18,2.26377118642786,3.843706523710211
2022-03-01 18:31:19,2.250529661016458,3.84370663002509
2022-03-01 18:31:20,2.249470339006237,3.8437069506568555
2022-03-01 18:31:21,2.1451271186440692,3.8437092710176923
2022-03-01 18:31:22,2.190677966070126,3.8437415670693365
2022-03-01 18:31:23,2.2431144067106032,3.843743784490905
2022-03-01 18:31:24,2.2441737287455084,3.8437454686512162
2022-03-01 18:31:25,2.248411016909685,3.8437471578739557
2022-03-01 18:31:26,2.2526483050739188,3.843748715469153
2022-03-01 18:31:27,2.232521186448082,3.843749834305088
2022-03-01 18:31:28,2.2695974576690503,3.8437508451387936
2022-03-01 18:31:29,2.274364406801382,3.843750792825207
2022-03-01 18:31:30,2.270656779691592,3.843751407087992
2022-03-01 18:31:31,2.2711864406967237,3.843753553632989
2022-03-01 18:31:32,2.26641949153975,3.843756390379971
2022-03-01 18:31:33,2.248940677976478,3.8437625262585096
2022-03-01 18:31:34,2.248411016934355,3.8437695987192377
2022-03-01 18:31:35,2.2341101694757555,3.843776223982953
2022-03-01 18:31:36,2.25847457627809,3.843779774557421
2022-03-01 18:31:37,2.254237288126234,3.8437842414634438
2022-03-01 18:31:38,2.2537076270841254,3.843788838309592
2022-03-01 18:31:39,2.250529660991802,3.843793004834528
2022-03-01 18:31:40,2.234110169475727,3.8437969553546947
2022-03-01 18:31:41,2.2436440677897025,3.8438008569363746
2022-03-01 18:31:42,2.2293432203557586,3.843807220632356
2022-03-01 18:31:43,2.254766949168342,3.8438149681071843
2022-03-01 18:31:44,2.2669491525941936,3.843823436159599
2022-03-01 18:31:45,2.2695974576690503,3.843828910524205
2022-03-01 18:31:46,2.278072033948149,3.8438339376921093
2022-03-01 18:31:47,2.2695974576443945,3.8438399520681177
2022-03-01 18:31:48,2.275953389804357,3.8438459647565537
2022-03-01 18:31:49,2.2711864406843887,3.8438516466881345
2022-03-01 18:31:50,2.279131355884374,3.8438572138670635
2022-03-01 18:31:51,2.2971398304774056,3.8438626376058105
2022-03-01 18:31:52,2.2129237287903862,3.8438802335370004
2022-03-01 18:31:53,2.2616525423580924,3.843888696526754
2022-03-01 18:31:54,2.2738347457592454,3.843895444980716
2022-03-01 18:31:55,2.270656779691606,3.843902299749047
2022-03-01 18:31:56,2.266949152594151,3.8439097839685354
2022-03-01 18:31:57,2.226165254288091,3.8439167298641608
2022-03-01 18:31:58,2.263771186452516,3.843919276354746
2022-03-01 18:31:59,2.2759533898537114,3.843918933785162
2022-03-01 18:32:00,2.4322033898265687,3.843917663071139
2022-03-01 18:32:01,2.2770127118515973,3.8439161831026025
2022-03-01 18:32:02,2.2605932203108523,3.84391493263887
2022-03-01 18:32:03,2.276483050821824,3.843915693717337
2022-03-01 18:32:04,2.2801906779439207,3.843916797365432
2022-03-01 18:32:05,2.2817796609839007,3.8439184629628587
2022-03-01 18:32:06,2.2844279660711067,3.843921367211034
2022-03-01 18:32:07,2.2748940677818155,3.843923998078669
2022-03-01 18:32:08,2.2717161017388037,3.843926929327879
2022-03-01 18:32:09,2.274894067843448,3.8439287619911333
2022-03-01 18:32:10,2.2669491525941794,3.8439294538806346
2022-03-01 18:32:11,2.2658898305222976,3.8439297002606065
2022-03-01 18:32:12,2.2436440677897025,3.843929538257451
2022-03-01 18:32:13,2.253177966091343,3.843929523069478
2022-03-01 18:32:14,2.244173728782485,3.843928822742382
2022-03-01 18:32:15,2.2473516949364694,3.8439284734224533
2022-03-01 18:32:16,2.2764830508341305,3.8439275824040386
2022-03-01 18:32:17,2.2748940677941505,3.8439266913852466
2022-03-01 18:32:18,2.2722457626946095,3.843928151103193
2022-03-01 18:32:19,2.2748940677694804,3.84392970194829
2022-03-01 18:32:20,2.2791313559090014,3.843930397212769
2022-03-01 18:32:21,2.1726694915387412,3.843930788720973
2022-03-01 18:32:22,2.10275423731035,3.843965513135972
2022-03-01 18:32:23,2.274894067843462,3.843966694410783
2022-03-01 18:32:24,2.278072033935814,3.8439690991486475
2022-03-01 18:32:25,2.275423728860929,3.8439704103635397
2022-03-01 18:32:26,2.274894067843462,3.843972928166328
2022-03-01 18:32:27,2.2462923728769226,3.843976176671904
2022-03-01 18:32:28,2.2844279660711067,3.8439792159230546
2022-03-01 18:32:29,2.292902542325521,3.843981791102191
2022-03-01 18:32:30,2.287605932163416,3.8439838667704174
2022-03-01 18:32:31,2.2775423728813706,3.843987727851239
2022-03-01 18:32:32,2.2733050847541563,3.8439919433147174
2022-03-01 18:32:33,2.278072033886474,3.843996450721543
2022-03-01 18:32:34,2.275423728823938,3.844000013108839
2022-03-01 18:32:35,2.2547669491559788,3.844003165424714
2022-03-01 18:32:36,2.275423728836259,3.8440052394057678
2022-03-01 18:32:37,2.26536016954185,3.844008714041103
2022-03-01 18:32:38,2.2791313559460065,3.8440125903097755
2022-03-01 18:32:39,2.2854872881183326,3.844013810397884
2022-03-01 18:32:40,2.273834745771566,3.844015870878459
2022-03-01 18:32:41,2.2743644067890187,3.8440178166068373
2022-03-01 18:32:42,2.2484110169220344,3.84401880212748
2022-03-01 18:32:43,2.236228813533174,3.8440205318510667
2022-03-01 18:32:44,2.236758474575282,3.8440216354993617
2022-03-01 18:32:45,2.236228813557844,3.8440239389851083
2022-03-01 18:32:46,2.2632415254104075,3.8440264331623175
2022-03-01 18:32:47,2.2213983051064474,3.844029143344152
2022-03-01 18:32:48,2.2627118643929975,3.8440320526550553
2022-03-01 18:32:49,2.261122881377645,3.8440344658305814
2022-03-01 18:32:50,2.257415254280204,3.844035559353398
2022-03-01 18:32:51,2.1668432203591976,3.84403730088988
2022-03-01 18:32:52,2.2044491525606134,3.8440303043683843
2022-03-01 18:32:53,2.2590042373078774,3.8440337857539197
2022-03-01 18:32:54,2.2616525423580924,3.8440359592993634
2022-03-01 18:32:55,2.266419491490396,3.844038115969417
2022-03-01 18:32:56,2.270656779642266,3.8440399806960457
