time,cpu_rate,memory_rate,read_bytes_rate,write_bytes_rate
2022-05-31 09:53:24,,0.05193864799708647,,
2022-05-31 09:53:25,4.071725345131252,0.04858498728332439,-0.7899094498759399,
2022-05-31 09:53:26,4.002630599131631,0.04733511247307787,-0.7755024858349074,-0.7910608366638047
2022-05-31 09:53:27,3.933602277515433,0.046820458139448906,-0.761095521793875,-0.776659023514247
2022-05-31 09:53:28,3.8662617231237904,0.04629831792460304,-0.7467090245181094,-0.7622683562397259
2022-05-31 09:53:29,3.7969555046993118,0.04579649653019979,-0.7323409558660151,-0.7479004335591187
2022-05-31 09:53:30,3.727973517578301,0.04552676157557278,-0.7179713019926801,-0.7334628903478422
2022-05-31 09:53:31,3.658896092635253,0.04519581436520337,-0.7036007422786359,-0.7190968413939612
2022-05-31 09:53:32,3.590158302123793,0.044963692244869735,-0.6892296164141487,-0.7047219472588199
2022-05-31 09:53:33,3.520855238940309,0.04474114206193769,-0.6748581131160326,-0.6903539769532143
2022-05-31 09:53:34,3.4528340276181395,0.04448199651163942,-0.6604863456143764,-0.6759359303254138
2022-05-31 09:53:35,3.3838026229810407,0.044238251255933836,-0.646114385964691,-0.6615453354654521
2022-05-31 09:53:36,3.316081206107586,0.04406850381206917,-0.6317896078290686,-0.647220576601966
2022-05-31 09:53:37,3.248273912433038,0.04393123765813889,-0.617402674702811,-0.632836801214886
2022-05-31 09:53:38,3.179657890613089,0.04381638245001418,-0.6029977658732366,-0.618390195326938
2022-05-31 09:53:39,3.1110450391226983,0.043655360371129825,-0.5886433701810913,-0.6040354630829261
2022-05-31 09:53:40,3.0427281160455157,0.04343677609533425,-0.5743210590027037,-0.5897092190484712
2022-05-31 09:53:41,2.972789440741187,0.04322036371697058,-0.5599698375017157,-0.5753610768068047
2022-05-31 09:53:42,2.9030184004508333,0.04303181944055989,-0.5457325699407887,-0.5611223047411691
2022-05-31 09:53:43,2.8336772824624443,0.042863501534306625,-0.5313346241377666,-0.5466820228293394
2022-05-31 09:53:44,2.7647361536788995,0.04270691213636302,-0.5169687493403513,-0.5323072316245729
2022-05-31 09:53:45,2.695717696289393,0.04252556810756403,-0.5027268812063213,-0.5180270714336955
2022-05-31 09:53:46,2.6266220623428067,0.042378383578274725,-0.48844921636442773,-0.5037371054139266
2022-05-31 09:53:47,2.5578699174810557,0.04221261330881987,-0.4740335392987738,-0.48932424873209956
2022-05-31 09:53:48,2.4893546194723193,0.04203269958149081,-0.45972030819878057,-0.47500687373896777
2022-05-31 09:53:49,2.4206295555263284,0.041848619640874496,-0.4454950194793173,-0.46078103882747334
2022-05-31 09:53:50,2.3519311198018653,0.04171133639189106,-0.43110756096544856,-0.4461861907505844
2022-05-31 09:53:51,2.282709952878652,0.041575552052707465,-0.416772894241175,-0.43185456104442244
2022-05-31 09:53:52,2.213281144367457,0.0414238622068579,-0.4024592505429292,-0.4175029282036086
2022-05-31 09:53:53,2.145889908719766,0.04127776816050033,-0.3880894051283576,-0.40313604358060634
2022-05-31 09:53:54,2.0837383120541824,0.041322332121575434,-0.37407004437778535,-0.38910349453525495
2022-05-31 09:53:55,2.017589324044086,0.04113615730932141,-0.3595914112888296,-0.3746171645133345
2022-05-31 09:53:56,1.949432075761961,0.04095820852987164,-0.34536141160096817,-0.36037962091113807
2022-05-31 09:53:57,1.881482777037022,0.04078249567058445,-0.33100537149912646,-0.34599495206493075
2022-05-31 09:53:58,1.8128050371936757,0.04059205018411016,-0.3168624760783662,-0.3318247255708095
2022-05-31 09:53:59,1.7434782700894553,0.04039301298522502,-0.3024015803601189,-0.3173631271124995
2022-05-31 09:54:00,1.673477668944352,0.04018509951792093,-0.28803854072798496,-0.3029947629086692
2022-05-31 09:54:01,1.6048284973544256,0.039983818632325585,-0.27375573644970386,-0.2887113080659762
2022-05-31 09:54:02,1.5359721542349254,0.03976509627298097,-0.2596680532572406,-0.27462884024329925
2022-05-31 09:54:03,1.4682310177449116,0.03954592290872072,-0.2454407575321641,-0.26036485489139904
2022-05-31 09:54:04,1.4004633332519152,0.03934165199366779,-0.23102533154880955,-0.2459463648051885
2022-05-31 09:54:05,1.331685069761872,0.03915323929020875,-0.21668307059716962,-0.23022477191959334
2022-05-31 09:54:06,1.2633213723370846,0.03892903987786944,-0.2025530165795072,-0.21608657427196443
2022-05-31 09:54:07,1.1957597985169213,0.03872198700052909,-0.1882941308631514,-0.20182410392804806
2022-05-31 09:54:08,1.1267750391719338,0.03853109702950941,-0.1739691481249559,-0.18750243349869922
2022-05-31 09:54:09,1.058876652927307,0.038330813611269,-0.1597518685629582,-0.17328149968937556
2022-05-31 09:54:10,0.989634026168478,0.038103216226279324,-0.14576372693694262,-0.15926076750622042
2022-05-31 09:54:11,0.921192927669245,0.03789772217791221,-0.13134136738943913,-0.14483465171741838
2022-05-31 09:54:12,0.8519771077600415,0.037697677918657746,-0.11718284498095888,-0.13067586579251556
2022-05-31 09:54:13,0.7825811332331469,0.03748610741106839,-0.10296523464985385,-0.11642556178484198
2022-05-31 09:54:14,0.713805221700325,0.03729180624879769,-0.0886504478669039,-0.10209655871457135
2022-05-31 09:54:15,0.6445393191546589,0.037110019488051815,-0.07441540800114455,-0.08785076403599912
2022-05-31 09:54:16,0.5756608232964171,0.03693213765195624,-0.060183787231440355,-0.0736153019473954
2022-05-31 09:54:17,0.5072725196789987,0.036762876539444544,-0.04593825903515969,-0.05931738853089519
2022-05-31 09:54:18,0.4385490627539168,0.03659943266755139,-0.03168923027756876,-0.045074879446108995
2022-05-31 09:54:19,0.3700834802645845,0.03642953889931699,-0.017363974659381554,-0.030742254909968625
2022-05-31 09:54:20,0.3013344886001249,0.03626387333591263,-0.003211852130517334,-0.016593150452458127
2022-05-31 09:54:21,0.2320447030738486,0.03609162748207129,0.01114458510863936,-0.002232767963139759
2022-05-31 09:54:22,0.16319312243330408,0.03592846877269795,0.025310653354129187,0.011966090282190422
2022-05-31 09:54:23,0.08117394787058596,0.03576308691568908,0.04250222197533593,0.026243449845771538
2022-05-31 09:54:24,0.08349910869036015,0.035438246105874205,0.04238765137206968,0.04346814896753459
2022-05-31 09:54:25,0.08481669982196716,0.035118689033644346,0.042224475058326716,0.04333508438608635
2022-05-31 09:54:26,0.08559175343417269,0.03481673503924321,0.042280024441728514,0.04340103813515206
2022-05-31 09:54:27,0.08435166766282376,0.034530604115188046,0.041932840795467,0.043053913140069566
2022-05-31 09:54:28,0.0839641408555174,0.0342357279370471,0.0419189534496166,0.04303655689031549
2022-05-31 09:54:29,0.08357661405182226,0.033938959181789796,0.041818270192200746,0.042887293142430116
2022-05-31 09:54:30,0.0830340765227956,0.0336144842233157,0.0417245306077102,0.042824810643315225
2022-05-31 09:54:31,0.08220735268204782,0.03331646313078562,0.04158912898566802,0.0427160448115228
2022-05-31 09:54:32,0.082827395564112,0.033008761049020174,0.041439840017775786,0.04256678106363743
2022-05-31 09:54:33,0.08231069315838135,0.03271309688337998,0.04121069881124306,0.042294866484156146
2022-05-31 09:54:34,0.08414498669692227,0.032444625321972564,0.041241945339406616,0.04231337981722716
2022-05-31 09:54:35,0.08215568243666249,0.032123084209797925,0.041050994333962754,0.04212940356983352
2022-05-31 09:54:36,0.08109644250551518,0.03178229368878127,0.04098850127763587,0.04227172481781727
2022-05-31 09:54:37,0.0819231663462644,0.031439779445115335,0.04076630374402834,0.04205187898759832
2022-05-31 09:54:38,0.08076058594118884,0.031110351422370508,0.040742000888789986,0.042024108987991804
2022-05-31 09:54:39,0.07957217041402265,0.030771819329804995,0.040644789467836784,0.041926913989368875
2022-05-31 09:54:40,0.08019221329488346,0.03044806200279382,0.04044342295300507,0.04172905274217187
2022-05-31 09:54:41,0.08078642106448286,0.03012977133904604,0.04062048661259854,0.0419431131558059
2022-05-31 09:54:42,0.08091559666531367,0.029808314654100387,0.04042259193422948,0.041738309408707375
2022-05-31 09:54:43,0.08088976153961436,0.029486013696840674,0.040231640928785506,0.04154391941146118
2022-05-31 09:54:44,0.0807347508215035,0.029159259203108023,0.04031149316742566,0.04159483107740658
2022-05-31 09:54:45,0.08021804841697411,0.028854730178131893,0.04028024663926222,0.04163070066023178
2022-05-31 09:54:46,0.08042472938167233,0.028545086270029607,0.04014831685368292,0.041513835245220676
2022-05-31 09:54:47,0.07918464360671618,0.028244827855863797,0.04007540828796796,0.04144903857947213
2022-05-31 09:54:48,0.07908130312316342,0.02795526355772071,0.04008582379735581,0.041452509829422834
2022-05-31 09:54:49,0.0807347508203008,0.02767417716076581,0.0399538940117764,0.041123898167411466
2022-05-31 09:54:50,0.08076058594239144,0.02737778832805393,0.039842795244972584,0.04105331608507812
2022-05-31 09:54:51,0.0816906502715039,0.02709098902175433,0.039787245861570786,0.04102323191883761
2022-05-31 09:54:52,0.08063141034637256,0.026817838784584547,0.039578935673813986,0.04081495692178816
2022-05-31 09:54:53,0.07474100292344332,0.026545694638593575,0.039908760137762345,0.04114009733384871
2022-05-31 09:54:54,0.07737618519387657,0.02630385283320491,0.03974211198755684,0.04097000608625834
